user-id, lexeme_id, review time (in days)
u:hY_v, 97e922f780d628eac638bea7a02bf496, 4.281787653344146
u:fJtQ, bb7ca1ff45b2ac26c875c4e764b48935, 1.132427321377356
u:fTrW, b1d3c09c2fbf94a1bfa279ea186b9a12, 1.8726829322761427
u:cAUR, 8b6401409f89715543edb1e0c707c162, 7.661111235228834
u:h0ZV, 2ab9354ca457363cf576534b0193c2a0, 3.187439421332254
u:i5F1, 547bb1812414cec172b0afef5ca93fce, 1.7354489328254676
u:ic8C, 3c63da7f7a370e92def18891252d8efe, 0.6269748619380788
u:hyiH, 2ca57053774396953fc2c5d4bdaa2205, 8.496583740231438
u:iWBT, 9443f902cdcf9f4da3b5f58d3f657efe, 2.593434484442054
u:iuFX, b8b55f8044c9109cc9c06da459568e7c, 8.82418191797918
u:ikhn, 2142fe44da374d16f41e73c393d23c79, 
u:hYdO, 1f4bb36e5aa8231dc04d772d8f4dc839, 3.312341385243294
u:iVTU, 142ad0f32d08728de0f9955df5b83f32, 2.101356556443025
u:eEKc, f0018f1d6164d3c67265ca716588f7cb, 0.7069795579841849
u:iwo2, e7664931db39d9be2d8f6ecd2c0e004e, 3.4758686354476422
u:iHYt, fe1bb609fdb6337a3524f43bad7c7468, 4.7780515391529
u:hYKH, b493941dee612f9cb734318c210ab257, 3.422692230896854
u:ha4d, e83432c98b3619a933438e9300467491, 5.572918226993421
u:gOYJ, b7a3752c84bc77954e67534210f28e99, 
u:ihwj, 827a8ecb89f9b59ac5c29b620a5d3ed6, 
u:KY_, 0bf514fe950f664559f637bd6bf25c27, 7.134616809489403
u:gLzF, d6e1fec0bdd8524c85b360010522b7ed, 0.6442364879880171
u:hUBn, d0e80d740c4f2d0653951e65952c19d1, 1.6910280856491808
u:ivAm, e3f7a4495f1d47fbca713a5a70dbd8e9, 2.9982378662877807
u:hHOQ, e5f2357532c98ffe4d56cd17b08fbb02, 3.2120868329352987
u:hbuh, 486d50260e6bed768670e38a4804e6d3, 2.957109108423572
u:fVGG, 65f61449087b9dbb2083da5a93210fd0, 2.0326180649102827
u:hMCY, 1a58b2277c3e1f719702fa8b688f702d, 3.5673918866295447
u:hfhW, 9ce1fe6a87fc1751c12e1c36874f49b8, 1.7209574978385032
u:dy9Q, 768f410a8fc1caa64ee36071082a231c, 5.05796643802986
u:jbc3, 389d16a7713404bf18de999b57a54eae, 2.872824522433234
u:fSep, 61c2f4dd9c024c9d99910ba2b04590b1, 5.309608898433597
u:l7X, e15f13f230d129ce73b482d92222ae79, 0.5189245253846427
u:hsHB, a6887fac2c3601b50b3e462a45cc776e, 0.8268616555773535
u:h-7K, ab94aae2b451eece63b55c712145ad61, 2.7491838271919065
u:f628, 7b2e60314cad24be935a55062cb7f65e, 2.9645380902059704
u:hYvD, b3240d21fd450022647d50a64c18cace, 2.4317763287377616
u:iPEk, 92545dc760008a4cdb29e841e6121952, 6.674959643137629
u:fqcS, 51fb73a04c05d6b9cc036aafd897a0ec, 6.084610764896855
u:hxsj, e16c578226476ae646530b6356f9b0ad, 3.080056657590567
u:hJWQ, cd6d617c7071b0bb4b0863ab14ff6d80, 4.019898622973092
u:h57s, 698a096a49f8a164caa5dcbfad271fd8, 4.938287146646226
u:iPvv, 2426304db5c90727ddc772ceaf7aa4d8, 2.1828485159308997
u:fThd, fae183cfa6a19d79e500f55f55775e68, 7.2247686564810785
u:dyE3, 88865d60bba3719fc0ef85c0c839fc64, 6.691633689830149
u:i234, 7a271d40b9230ab5e12de433c00506fa, 0.9405256318452677
u:jb_n, 390ca9c2868c14c5616c460e4f31762c, 2.136504396803669
u:iZdI, 4394441ba69a3c608cfb446795ad2655, 0.6933646481114203
u:ivHY, 4ad91daf2782488b52b80fd4f2288c51, 4.768634091366236
u:hwz0, 0ed4e535d399f10f462b2f1e51b97d3f, 2.3885397659824914
u:hRhT, 5553a0dd1adb8ab01dcff49a7a2190e0, 7.523105607806282
u:hDM4, 777af91e5fa39ec1ae6ce2b5570185d9, 5.277601274450012
u:foV9, 678bfa5d0ccd050c12395a792abaff12, 1.6094480152886428
u:iVP, 89572d2ea236692120e191282b17695c, 8.136095956558487
u:iCa8, 5cd2980e6883c8c03e38cfd7405a681b, 4.401370173658286
u:hIOZ, 0cbf09b9f0d3767395f1b68918b95c65, 4.059453149796601
u:iMJJ, 099dfb07f4ace185b82838c1fb5781ff, 4.286109899387768
u:giZh, 8ee8a4e20c47cc9487d0421d1997b384, 3.02074027725399
u:favy, 0146e7216d02bba1a08e6a23e4e744a9, 7.264355142251308
u:fv07, ee9aede3dfe2bb51b154ca6a975b7c37, 1.5358863945769232
u:ghWi, 743c58c5dd541b6bd8466547f730466d, 4.230329288701201
u:iKFT, 4facfa4eff94ff8fe71e46ee538be561, 5.883589464769008
u:d9w2, 46341b7c7585f24c7f59ddfd73e02fa9, 3.004359265408686
u:izjc, ec3bf0aff1f9c75a64d44ac1f13289f0, 5.066658154212007
u:i9Rf, 08dfcd4e6c86bb047be6dc84e77ed664, 4.243636322833006
u:iHUn, 65e39bd07057893f74d8db10b367f7aa, 2.3999480401595603
u:d8Bv, 572f3ff64f665273a18f47157cdf155a, 
u:ieXD, 1560febf08aabe8ae17dd64bb2838142, 0.8643219830908763
u:idO8, af14b4e16acb4132ed19d8254d2bc59b, 6.106713315831987
u:exsS, 80fa96d931f22e78c4a1dd78eff7c9ed, 3.3364963601580797
u:hcMc, 97e922f780d628eac638bea7a02bf496, 3.9847366052496502
u:hlQH, fe1bb609fdb6337a3524f43bad7c7468, 3.404081085841629
u:g8yi, 5e29d77697d23070a1fb92eb6c90e9b6, 3.866624265005257
u:hh1g, 165dc4d4b42c9d825cb913541fdd09a7, 7.6646498647328425
u:ilQC, efc2c65bd3a2ab7e0e2d4db65e290699, 7.351173570635804
u:dhgb, a617ed646a251e339738ce62b84e61ce, 1.8608842985038683
u:iK7A, 25dcc7b3420a56110835a165f02513c9, 2.690587199879653
u:hFqk, fc1b93172eef30156a0b8c388c72571c, 6.86888822509483
u:ifSz, 0cbf09b9f0d3767395f1b68918b95c65, 7.586134770792624
u:bJje, fec119369ceb49cb5b6d72a58c3e770e, 1.1538102824850975
u:coUf, 5c1f70dd4ac671161963d4adbd17d725, 
u:g1Y4, 4cf7cc58a60045f4396136f6368d8d41, 4.888498573701653
u:h-dX, b75adbbe28bc61ff5bbeb6908e65d85d, 4.63073719308041
u:hAls, 3924f6a9c93fd8247ba3af6cdad8df98, 4.0867312279323675
u:fFed, 0a27664dca412ad3c185ae7efc8b97a0, 2.8064994437494386
u:c0V7, 96ed34b4722d866997d35cc228e04d49, 5.2467640535861815
u:gpnC, a617ed646a251e339738ce62b84e61ce, 7.880756710621085
u:gmQn, 59802924354797797d645bb352dd916b, 0.9731112951192374
u:hq_K, c84476c460737d9fb905dca3d35ec995, 0.7015883822768689
u:dtIG, 715176b2531f23894fa17069ca039496, 2.6673945016432463
u:hBrR, f00cd5d54171096208a6a1e13ab02ab9, 2.8885716542890183
u:i6I3, 74b2ac77cf1b5c548dee1241dd3667b9, 0.606340559105959
u:iphb, f9fb279a9bd8900d84965a3296c4f746, 2.9600456205453334
u:iyov, b463895af72578dcff1d4ea2bb9eda76, 2.7387773995426836
u:-b, edce7ffcd6231f9e0457c7681fc8dfed, 2.0712895497777035
u:iqrR, 7c332db2f5d81f34ff8cfeaccfcc6d8a, 5.518687963187249
u:hyyK, 608ad881489ab4fa4117a91ebd83d502, 2.3069844207651413
u:h061, caaea1433a04b31cbb4fd926ca77ad02, 
u:fziW, dc1e5b7d01d76c0719ee823c6b9c5b1f, 4.682738526872864
u:ikz5, 598a41cd84310715e45b6192564592a1, 0.2563066266164942
u:iHWn, 8f1dc808b41b08007d5e66978fd78a4d, 8.024631631036245
u:hdYR, 100164559946674138e97c1e3830ccf4, 2.055991689107017
u:iJos, 1bb8aab6f857201d04364f1239756111, 1.3174726068278353
u:iXAY, 0b1edc026029c010555cfc22f54ee25f, 3.408757687457628
u:hWbw, ab94aae2b451eece63b55c712145ad61, 2.822206537734628
u:fpnv, b941c4ff55c8affcf4aebffd45c759c0, 3.0871823965367478
u:iE--, 7dd6b30fc37ca73482a4d629bd93dac0, 
u:h2yA, 17231b4c24a46d2f7eb59cbc7ea01afd, 0.21552168268086994
u:hReY, e7e47c0b4857fed35b942459f2028006, 0.3969399940884543
u:ihAU, 55a185fa7ff711effa4b6d9dd2c44cf1, 2.9944535567603157
u:iPS9, c9aba1059fc7d85806a21bf21745b817, 1.4219889187791033
u:h_nR, 0a7ad985b6b19b5cfb4723f207220a3d, 6.266972755053972
u:iij4, ca886bc339ea78c58abea6250665ad49, 6.8973112175870295
u:ii5O, f0f2727a8c1b436349fa2f07bc698945, 1.0034942468481058
u:eY8y, 6897ada43d02c03eac85f1742c156402, 5.958305813706787
u:ja3S, c52914f9db4d342553bbdc248e2c6f87, 3.058487806424104
u:h6em, f9d3186a3a829083942aa09a75d1aae6, 1.0303603492773707
u:hjbU, f423850a19d3a8b7f7c206c2a9dfa733, 3.1408888512967907
u:imwc, 46cd21495035f225d4fe8fc8552badc0, 2.7130096803725516
u:iwoI, 5aa51924d40dbbb404d78bcfd3224157, 3.27240474900425
u:cwkz, ec2421cd46a8a5886683b084aa8e2c5d, 4.369311637621952
u:hLcP, c52914f9db4d342553bbdc248e2c6f87, 4.941115540071784
u:i4U9, 07605081e461f8cc70d0e27a91d1ba37, 2.8250170568240263
u:iQGx, 90ac0b7f2a604a00fb4666f2bd134c8e, 2.376043216871402
u:htr5, 97e922f780d628eac638bea7a02bf496, 9.154003309749447
u:h5nI, f0f2727a8c1b436349fa2f07bc698945, 3.5152822079355683
u:fNWu, 60131921811cc603c6020e44443a5a2e, 1.9292512043349093
u:iwoc, d5efc552aaea3109eb5388aa1ec8673d, 
u:gOf3, 4379705a8d98bfe266ead99cfc4f52f8, 1.4091644717710012
u:bcXm, 4f6d1c5e51311ed7f0967f8d758049e7, 1.5897482937300007
u:iZ-A, 603b7cd0d4d54eee91008645adccd258, 0.9788525815819922
u:hR_7, 3839b01a06ad91ec9815ec5ac3b18c8d, 4.061019772795222
u:ios9, f58ba94f5b6a07312e449a9987637f32, 
u:h3Fx, a617ed646a251e339738ce62b84e61ce, 2.736939524520584
u:jaaD, 4c998c157e95ac0978968b1de762afbc, 0.9780975366072492
u:iVZD, a52bc2771bde31d4d5e80bd29f350714, 2.0863854834170286
u:i1Ks, 0db9e3b501108f13924dfacff858f7f2, 
u:dn3u, ab94aae2b451eece63b55c712145ad61, 1.3700428478747861
u:i55Q, c3c416ec9a16d9ec6f7b96236c5b49e2, 3.1556225670031433
u:i2g2, 547bb1812414cec172b0afef5ca93fce, 6.374223845054094
u:dF6z, 93bce7507d07faa46b1fbc9671ca32b6, 7.122768642376074
u:dxwi, e296b8e7737593b36ec7583275c790fe, 5.336886437660405
u:ipr5, d94aa893b5c536f2a4664637d9bec191, 1.898523238943624
u:e4Dx, a631b8e67d1dbf4c94cc73644ddf2a56, 3.635474037533119
u:gPY3, 1db792cce1abf1095ae81b27666cb996, 1.0539352843024021
u:TRj, 8c8952fbf398f996438f9fd5a27f9d38, 4.14576298481365
u:ixkU, af9481e863fdda9560e1d5020b9cd9a0, 3.0532777529209874
u:gQjj, 91bd999e79fc6416be92695d01ed1c13, 3.212123700222816
u:iE--, c3c416ec9a16d9ec6f7b96236c5b49e2, 0.9628060096556503
u:djyz, 8ebdad2c57855e0e650745d06d9ed7bf, 6.852784560792022
u:gHva, f04ae4d92d378e4436b0667d771e28ea, 2.0939210280571436
u:jaV_, d3619a3e50c3b522703d66166855d3bf, 6.146075947708539
u:hPai, 08b5bfeef548a7f46065768ba926e325, 7.563056965498912
u:g5z, 69cf4ad372fd80e76dc9deb52b092d3f, 3.6401595869132914
u:iv2v, fe72c841a54b9112e60870182236e00e, 5.47725773985521
u:gD3g, 4e2d55b6054492c18e7c6090bf577d6d, 3.248916380866426
u:bJxm, 943ed849b37dd6f8a773ef29456e4211, 4.214522608054413
u:bBVC, 4578d28172004742ef5c674639f58588, 3.041339120020687
u:r1m, c9fb923e49d5cba24b5afb9ee1cff2a9, 1.8372779473827712
u:BLI, 955c040cc84408f9e687f99d4778b03b, 4.093193290923179
u:if3l, 142ad0f32d08728de0f9955df5b83f32, 4.58671542315736
u:iw_D, 54ed4cf41cbbae2ce97ddda174b5be84, 2.8494595402527167
u:h0bJ, bc132fa899e138377a3d89eb3125a2f1, 5.938014953314992
u:e4aA, 297853cd5696e6152fccd24fefdd6c66, 9.066396642119614
u:en9-, 7070ddd564fccd8da0362941b8a647b8, 6.8012705958681705
u:iL5t, f3996a785b8d9fe04c44850c79a0a337, 6.4092024882882805
u:irAa, 7a4e0c5345547c6e790a33b66ed3b820, 2.443337775584291
u:iIKc, 65675f993b9cdc38918837f561a70625, 3.517732109606783
u:iaUm, 7f79fc712e91f1e703bb5f805ab74e8a, 3.648439758435389
u:hXd8, dd56956e9585f9534d2fe8fe2a7e3ebf, 1.218527691189176
u:eAtE, c43c45c53082813dbdfa63971432f29c, 9.69156036564202
u:in7L, d2d78ae80ee5cb844a0bfd9ea1bb4a81, 5.955665383868105
u:h4HZ, f21d1bce33d8064e4aaabd6b28f5c1fa, 6.542258045805653
u:cZG6, 827a8ecb89f9b59ac5c29b620a5d3ed6, 
u:h2J4, 087d9d0736df444d7ef826a313b613da, 1.6932271987495913
u:ik0d, 0d7ce5a7bec9bfe876a8042abe8a2f7d, 7.322570042727095
u:iR7G, 6debf33c91876b19aa26095423ad0e3e, 1.8190640077276758
u:Poi, bd3599b1b4cc5623de51eba09bad546e, 3.5845258629579786
u:i2q1, 928787744a962cd4ec55c1b22cedc913, 
u:ilpQ, 6aff2ce97fb9554500fc1a7a28e02a13, 1.0985885244557823
u:iF4i, 605a1c36da2cf22706eaad95b0b7eeee, 3.388493800020483
u:hMyD, d50ab9ef5ef30559a83e80b8568d2933, 3.9559469744306788
u:hNk0, 50629ad6c891b5b3f258b2fdb0e3cf82, 0.5252041880138363
u:is2V, b838f789252678299b0413df4b3d0ad9, 1.0692636162977658
u:gllL, 1e1f8d730c4ba99ad2873a7608324cf6, 1.5405984082693376
u:EPf, 7ae9420152203b89a2fcffa91546647b, 2.620846576691631
u:hqHw, 420b35b7670f247d452ae0a628e60b45, 4.357781331998427
u:flTW, 8bd6d060bb604e17c936418f835d87c8, 
u:iAV4, 62a992ac2a5f346b5796b3f14732130e, 1.5700080475403322
u:iLGp, b1a71481e27138dc37501f2cbde775fc, 3.8686177712207104
u:iMhB, e35dd18fb95a8b59046eec582942fa64, 4.773158561727716
u:hMmC, af88719c719b5cd59fe4272f9ab38966, 2.3596950686044096
u:h8df, fe794f0c148aaa470c272ffd0a9bdc1a, 8.115594534407752
u:ifyN, 577853bea646e596a8bd041fb781718a, 1.0050642056772319
u:je5T, b1b2b2203009f082a1cf172e42fa65a3, 0.9839435399741218
u:iTtL, d0705eafec00822b93bf9cc9a9189bba, 2.4983771868131193
u:bsHa, 7dfd7086f3671685e2cf1c1da72796d7, 4.864004328491238
u:hoLl, 1ef8584238711d338df3a962b045cec7, 4.7485581011312865
u:gws, b35477755771250571cbda7c38221628, 6.2672932497963325
u:fUR6, dbed1e3aaf8703ccdf83c1afd2abdd37, 6.494124184807719
u:gxXY, dfc953d62306359e46f8fe77fe4fa6c8, 2.04685146168854
u:h1_w, 6cce0be3f8da3755e423bfcae7cfefc1, 3.535377625378464
u:bXkA, a58c618617e9d8a574e44ea5f24f738d, 1.5831648606424715
u:gq0f, 9de5d8b1e1c934f0eb4a43e22c916143, 7.87807683477489
u:hpVZ, 192059cfe22cedd84cd400a9b1b47171, 6.244773868763203
u:fPvN, b011cfb5fe75c6c239cac9a4d9c3949f, 2.9736630986698147
u:dfsa, 2179fd8c281cec0879b28ef81510bf9d, 0.43825264195907704
u:iO-t, 0cbf09b9f0d3767395f1b68918b95c65, 1.4613908465578713
u:ipYp, 2b28e6b398b36d4f7f6ef0b7da31fd5c, 2.3247134308282913
u:hYzr, bde4e8d34615f749c75fefdbd0226881, 1.497968057103308
u:jdKK, ddab585bb4af1b7e2636827363cd619e, 3.031827383023338
u:inuJ, c032182c0ffb744c963ec83c937a26f4, 2.7377486475746133
u:iwEa, d0e80d740c4f2d0653951e65952c19d1, 1.3211823327098535
u:hlEw, efc6cd9e60a5a997c906ecad64813b1d, 6.795195674149946
u:hutF, 5b5e596558196de3e4fc1796ee5d47a6, 2.992619074683359
u:M5X, 5fbb4578c6e08d3122b2321720d682d7, 2.1270732488942046
u:d4OR, 4adf5cd40d521b02a9cc241bf3adc6bb, 1.832123655749334
u:g9YP, a11a7c418b1f2afd941e7d00ec52a461, 3.0340691358616327
u:imgr, cf27a39ca3fcc861581ba158307d9b1a, 1.4328791797348168
u:d26t, 678bfa5d0ccd050c12395a792abaff12, 9.739424231587881
u:ikja, a6d1be753de87a9ad446c29d4dc217b5, 2.177435669983332
u:gHCc, 577853bea646e596a8bd041fb781718a, 5.011164159964819
u:iGfD, ef40e640cc9599341392b66d6b890c27, 0.6355762577806339
u:ie4s, 8e2f03617a85d97f126dfb2293e7a368, 4.481718541661949
u:hBWF, eee8ec127c1ba6f4751097e40977b587, 1.7862120813511626
u:gX82, 97e922f780d628eac638bea7a02bf496, 3.5435015041363185
u:iTdT, a52bc2771bde31d4d5e80bd29f350714, 1.3547773784020836
u:do2K, 9dbabaec86b4bd526c19d768ec0caf38, 8.057142758610642
u:h8iN, 7763a12338d58f83841580561e4c1ca2, 6.9046823717925045
u:f_h6, b573a2ebb834b1346202143003738756, 0.3914138226150654
u:gTol, 4310561cd354b6cad1569d35856823f0, 
u:hZ6a, b85dad780881cd3228297b78258a96bf, 2.81733641843907
u:hqQQ, 476c6bf35d806e777f36041baf01df38, 5.733948235055033
u:eEgg, 958e352cb64f78feed5afb5b95657dbe, 3.8514514233535
u:bW2J, 9cbe4ff448a888bb327e212e6bb89b72, 4.486657259285273
u:e27y, f3dab7cfcca078d46049e95802ea97fe, 3.9863035129326154
u:hIYf, 7f15cb95be8b837c7bf1808406ae133a, 4.367011793299749
u:iV5c, 1a48463fb06455fe377001d22ca36364, 1.1173222878530802
u:hN9-, 86584daef5933b284384453795bbf0ed, 4.4189104043338485
u:hR6G, fea199274abbc1c7354996f16f1525d5, 1.6335610369476692
u:fqZT, f857a8c1b24263f0b007ae82c24c008d, 7.526073174711372
u:ibU0, a6d0c2d14b1f6261741d7840542f7022, 7.267944928863456
u:U6, 44208615c9076b387d27b5d510bb0a49, 9.609119587449928
u:gZZ_, 426041c35bef83b731e0fc51b8a551d1, 1.166546120499387
u:gVb1, 48caa96ec840ecefdc2eaa911c58dbf2, 4.298964030612137
u:icWk, e1a4b73ededc4032627e418a3bb86cd0, 5.07875671638342
u:cen-, 3b6ad8feb25703b12d6049d11640d0e0, 8.037715434971632
u:hJ1Z, 35f14d06d95a34607d6abb0e52fc6d2b, 2.059260959726295
u:gi1l, 0466f54d69e71d498a406cfd76dd2902, 5.1909852146621605
u:eZrm, 8511209b77493e62188ed5a4c8bf8421, 5.88246285245619
u:iYpP, e5a09ea1bd469575ed000382d5cee176, 3.494258081475567
u:fAOt, 08ab17a23929f09a268153ddbf9827c0, 2.6681869011534607
u:fB_6, fea199274abbc1c7354996f16f1525d5, 2.9039409267564995
u:hPO9, 1a913f2ded424985b9c02d0436008511, 1.668670205378292
u:h9rr, a9d9e40ec966f6bf6a78080d8d1947ac, 2.9026624589588623
u:Vil, e9c1c486bb1cc26e726b83a7a522983b, 6.579896602092758
u:is4p, 3c83f19c090c27193c34f5d06a899c4a, 3.372861593984479
u:enRY, e37ea218d78b3decc66348683deed8f6, 7.811129871824297
u:iZUL, 3ac396fd4e13c7952bafa99fcfd02d29, 1.4423380553807146
u:gYT8, 5c2c879342c029c7be610695abb15bd5, 2.659057587681868
u:bZvV, f00cd5d54171096208a6a1e13ab02ab9, 1.0687905934816568
u:dijU, 0ba76e542975db89c0290ba705f4fe9d, 9.77723715780111
u:izg8, a96439c6627d7b2447435b1a5f32eade, 2.6315835153786065
u:g-8o, c5a5d664ac5b4440b3da8613095dd840, 3.7704810412181073
u:iZvN, 26f6b357718b150404303812a222e348, 0.8046841386816679
u:gdP8, d05af64f9110a30ebb4eb77afc07649d, 5.260976723041942
u:iXj6, 460df3319771193f63a3f4bb5a5eeef6, 7.907895134375956
u:i_ah, f68f2010558742b836f8a364a4382d3f, 2.37371417862859
u:ihAF, cff2d760888774c8011ed92d80ae3312, 3.803928147941593
u:2R-, 00b9a8a85efcc967dedf57d9ac0082fa, 
u:bWwF, a456b06f9066277fb26d5babfc845cd5, 
u:h0Lx, 17bbece268a95c1fbf901788c16f43bf, 2.8468786129679327
u:iGbU, 6c95fbf9992315caf14ca36de8fc06d1, 
u:iyWG, 524fef1786d366bf49813def1458a181, 1.1373053082752023
u:hniu, e0aa39569dc04dde716999653ed53a0e, 5.631041184361953
u:gCQF, 6d67c94cb5df94bae1d8f5f101db72a7, 2.949403720513491
u:ht-T, f5bc4621130722269115f852924eb136, 3.445669319416071
u:iiUo, 70273bd4e2ae4fe0a1807d462acf8edc, 2.4449962830307026
u:f8vx, 00e6945d22634ee47e05c727a4d4c183, 2.347886356960974
u:gRBk, 01669d9689c5cf2ec04c58a893f02ab6, 4.818010192277774
u:h5ge, 06f82513d22cdcf817378f4da4990438, 8.073796697960526
u:dmi5, 4aed34810465d9b4bd3d3d21244d7e4b, 
u:iubm, 8f1dc808b41b08007d5e66978fd78a4d, 9.492261711601216
u:ichc, d69a73469d92e724199aa03407b4d656, 1.1545118318923864
u:ilU2, 8dce1427e92b20185ec503c7b93f24ff, 1.771066401426479
u:iNue, fcf4569c3882c32dc5f9c17114cc1841, 1.4840046293475364
u:f5LD, 025ab8349ba0caa729c4f12cb47fc3be, 4.378984158114652
u:hr2Y, 0f0690975c20591df0c5f7f9fdfed6d9, 3.3987299521376477
u:iLpp, f8ff4fc9fac1637c7e8abecc0d2464db, 2.404016280742396
u:hQRb, c1caf9c9173659451013b230299ae7b3, 5.430103518593468
u:gCnq, d241cf80b2938ee47c4bc4ebfc77930d, 
u:dlC1, 86ab0bbefc02a331649c9c23f572f729, 2.9066740845748806
u:iwYT, 84e18e86c58e8e61d687dfa06b3aaa36, 2.973506422604292
u:i4o6, caaea1433a04b31cbb4fd926ca77ad02, 4.332269917876087
u:gQnk, 61f0219c249a2552b2f476d0f72deb72, 2.0713409097433333
u:hXXA, abd192827bd31c65511f1b1511c7f40a, 
u:iH6V, f21a429c717dd93b9f5723f20d87ab8a, 1.8314789679542973
u:fyEd, d70617063e4c822f77fb79ed7d355b33, 4.284600880695574
u:i_mP, 827a8ecb89f9b59ac5c29b620a5d3ed6, 
u:hyaI, 2ccf96c640650a5b0d7f07028cb4d871, 7.651707457340051
u:d9lv, 17632879145d3e2737d11a3a5053dd50, 0.7610277372533667
u:h3A3, 80765ae2a08ba6812a4ab9df607b97d2, 4.564248500809973
u:hxnt, 0d9244f805fd55af1281a1bcb1a2cba6, 6.336523363887326
u:iYa6, 5594b03119f7beb09faeab02bda34d19, 0.6824773745122557
u:bmiE, 631d297c324518ea97ac01fd2abd6e46, 5.186803316203119
u:hguV, 7954dec7e1db52c3f3ff744944b673a5, 3.58805934998215
